Problem,Status,User time,Failure,Version,Preprocessing time,...number of literals in the above,...of the previous two non-trivial,...of these trivial,...remaining for further processing,...subsumed,BW rewrite match attempts,BW rewrite match successes,Backward-rewritten,Backward-subsumed,Clause-clause subsumption calls (NU),Clauses deleted for lack of memory,Condensation attempts,Condensation successes,Contextual simplify-reflections,Current number of archived clauses,Current number of archived formulas,Current number of processed clauses,Current number of unprocessed clauses,Equation resolutions,Factorizations,Generated clauses,Initial clauses,Initial clauses in saturation,Maximum resident set size,Negative unit clauses,Non-unit clause-clause subsumptions,Non-unit-clauses,Other redundant clauses eliminated,Paramodulations,Parsed axioms,Positive orientable unit clauses,Positive unorientable unit clauses,Processed clauses,Proof object clause conjectures,Proof object clause steps,Proof object conjectures,Proof object formula conjectures,Proof object formula steps,Proof object generating inferences,Proof object given clauses,Proof object initial clauses used,Proof object initial formulas used,Proof object simplifying inferences,Proof object total steps,Proof search given clauses,Rec. Clause-clause subsumption calls,Removed by relevancy pruning/SinE,Removed in clause preprocessing,Rewrite failures with RHS unbound,System time,Total time,Unit Clause-clause subsumption calls,Filename,Heuristic,Type,Equational
SYN371+1.p,T,0.009,success,1.9.1pre005,0.009,2,0,0,2,0,1,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,3,3,3016,0,0,0,0,0,1,1,0,2,5,5,8,3,3,0,2,2,1,2,8,2,0,0,0,0,0.000,0.009,0,172402278.txt,0010_evo,horn,non-equational
SYN372+1.p,T,0.009,success,1.9.1pre005,0.009,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,3,2,3016,1,0,0,0,0,1,0,0,2,7,7,10,3,3,0,2,3,1,3,10,2,0,0,1,0,0.000,0.009,0,172402280.txt,0010_evo,unit,non-equational
SYN373+1.p,T,0.008,success,1.9.1pre005,0.009,0,4,2,6,0,4,4,1,1,1,0,0,0,1,9,0,3,0,0,2,4,5,5,3016,1,1,1,0,1,1,1,0,8,11,11,14,3,3,2,6,3,1,6,14,6,1,0,0,0,0.001,0.009,2,172402282.txt,0010_evo,general,non-equational
SYN374+1.p,T,0.008,success,1.9.1pre005,0.009,0,14,0,13,2,6,6,3,9,16,0,0,0,6,25,0,1,0,0,6,14,8,8,3016,0,15,0,0,8,1,1,0,15,18,18,21,3,3,6,11,4,1,11,21,13,15,0,0,0,0.001,0.010,2,172402284.txt,0010_evo,general,non-equational
SYN375+1.p,T,0.007,success,1.9.1pre005,0.009,0,20,0,16,0,6,6,2,13,18,0,0,0,7,31,0,1,0,0,6,21,8,8,3016,0,18,0,0,15,1,1,0,16,19,19,22,3,3,7,11,4,1,12,22,16,18,0,0,0,0.003,0.010,2,172402288.txt,0010_evo,general,non-equational
SYN376+1.p,T,0.009,success,1.9.1pre005,0.009,0,2,0,6,0,4,4,5,0,0,0,0,0,0,11,0,1,0,0,0,1,4,4,3016,0,0,0,0,1,1,1,0,6,11,11,14,3,3,1,6,4,1,4,14,6,0,0,0,0,0.000,0.009,0,172402292.txt,0010_evo,horn,non-equational
SYN377+1.p,T,0.009,success,1.9.1pre005,0.009,0,14,0,13,0,5,5,1,11,15,0,0,0,5,25,0,1,0,0,10,17,8,8,3016,0,15,0,0,7,1,1,0,13,15,15,18,3,3,5,8,3,1,10,18,13,15,0,0,0,0.001,0.010,1,172402294.txt,0010_evo,general,non-equational
SYN378+1.p,T,0.006,success,1.9.1pre005,0.009,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,3016,1,0,0,0,0,1,0,0,2,5,5,8,3,3,0,2,2,1,1,8,2,0,0,2,0,0.003,0.009,0,172402300.txt,0010_evo,unit,non-equational
SYN379+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,2752,0,0,0,0,0,1,0,0,1,4,4,7,3,3,0,1,2,1,2,7,1,0,0,3,0,0.001,0.009,0,172402302.txt,0010_evo,horn,equational
SYN380+1.p,T,0.008,success,1.9.1pre005,0.009,0,1,0,4,0,3,3,3,0,1,0,0,0,0,7,0,1,0,0,0,1,3,3,3016,0,0,0,0,1,1,1,0,4,8,8,11,3,3,1,4,3,1,3,11,4,1,0,0,0,0.001,0.009,0,172402304.txt,0010_evo,general,non-equational
SYN381+1.p,T,0.006,success,1.9.1pre005,0.009,0,3,0,7,0,3,3,3,0,2,0,0,0,1,10,0,4,0,0,0,4,4,4,3016,0,1,2,0,4,1,2,0,7,12,12,15,3,3,2,6,4,1,3,15,7,2,0,0,0,0.003,0.009,2,172402306.txt,0010_evo,general,non-equational
SYN382+1.p,T,0.008,success,1.9.1pre005,0.009,0,1,0,4,0,1,1,0,1,0,0,0,0,0,5,0,3,0,0,0,2,3,3,3012,2,0,0,0,2,1,1,0,4,8,8,11,3,3,2,4,3,1,0,11,4,0,0,0,0,0.001,0.009,1,172402310.txt,0010_evo,general,non-equational
SYN383+1.p,T,0.007,success,1.9.1pre005,0.009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,3,2752,0,0,0,0,0,1,0,0,1,4,4,7,3,3,0,1,2,1,2,7,1,0,0,1,0,0.002,0.009,0,172402314.txt,0010_evo,horn,non-equational
SYN384+1.p,T,0.009,success,1.9.1pre005,0.009,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,2,2,3012,1,0,0,0,1,1,1,0,2,5,5,8,3,3,1,2,2,1,0,8,2,0,0,0,0,0.000,0.009,0,172402316.txt,0010_evo,unit,non-equational
SYN385+1.p,T,0.009,success,1.9.1pre005,0.009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,2,2752,0,0,0,0,0,1,0,0,1,4,4,7,3,3,0,1,2,1,2,7,1,0,0,1,0,0.000,0.009,0,172402318.txt,0010_evo,horn,non-equational
SYN386+1.p,T,0.008,success,1.9.1pre005,0.009,6,6,0,10,0,0,0,0,0,0,0,0,0,0,10,0,10,2,0,0,7,6,6,3024,2,0,4,0,7,1,4,0,10,17,17,20,3,3,5,10,6,1,0,20,10,0,0,0,0,0.002,0.010,3,172402320.txt,0010_evo,horn,non-equational
SYN387+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,3012,0,0,0,0,0,1,1,0,2,5,5,8,3,3,0,2,2,1,2,8,2,0,0,0,0,0.001,0.009,0,172402324.txt,0010_evo,unit,non-equational
SYN388+1.p,T,0.007,success,1.9.1pre005,0.009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,3012,0,0,0,0,0,1,1,0,2,5,5,8,3,3,0,2,2,1,2,8,2,0,0,0,0,0.002,0.009,0,172402330.txt,0010_evo,unit,non-equational
SYN389+1.p,T,0.007,success,1.9.1pre005,0.009,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,3,3016,0,0,0,0,0,1,1,0,2,6,6,9,3,3,0,2,2,1,3,9,2,0,0,0,0,0.002,0.009,0,172402334.txt,0010_evo,horn,non-equational
SYN390+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2752,0,0,0,0,0,1,0,0,1,3,3,5,2,2,0,1,1,1,1,5,1,0,0,0,0,0.001,0.009,0,172402338.txt,0010_evo,horn,equational
SYN391+1.p,T,0.007,success,1.9.1pre005,0.009,0,0,0,3,0,1,1,0,1,1,0,0,0,1,5,0,2,0,0,0,0,4,4,3016,0,1,0,0,0,1,2,0,4,11,11,14,3,3,0,4,4,1,6,14,4,1,0,0,0,0.002,0.009,1,172402342.txt,0010_evo,general,non-equational
SYN392+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,3,0,1,1,0,1,1,0,0,0,1,5,0,2,0,0,0,0,12,4,3016,0,1,0,0,0,1,2,0,4,15,15,18,3,3,0,4,4,1,10,18,4,1,0,8,0,0.001,0.009,1,172402346.txt,0010_evo,general,non-equational
SYN393+1.003.p,T,0.009,success,1.9.1pre005,0.009,0,0,0,7,0,2,2,1,3,7,0,0,0,6,12,0,3,0,0,0,0,32,8,3016,0,7,0,0,0,1,3,0,8,31,31,34,3,3,0,8,8,1,23,34,8,7,0,24,0,0.000,0.009,2,172402350.txt,0010_evo,general,non-equational
SYN394+1.p,T,0.008,success,1.9.1pre005,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2748,0,0,0,0,0,1,0,0,1,6,6,9,3,3,0,1,3,1,4,9,1,0,0,2,0,0.002,0.010,0,172402358.txt,0010_evo,horn,equational
SYN395+1.p,T,0.007,success,1.9.1pre005,0.009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,3,3,3016,2,0,0,0,0,1,0,0,3,8,8,11,3,3,0,3,3,1,2,11,3,0,0,0,0,0.002,0.009,0,172402360.txt,0010_evo,horn,non-equational
SYN396+1.p,T,0.008,success,1.9.1pre005,0.009,0,4,0,3,0,4,4,1,1,0,0,0,0,0,5,0,1,0,0,2,4,2,2,3016,0,0,0,0,2,1,1,0,3,6,6,9,3,3,1,3,2,1,3,9,3,0,0,0,0,0.001,0.009,1,172402362.txt,0010_evo,general,non-equational
SYN397+1.p,T,0.009,success,1.9.1pre005,0.009,0,1,0,3,0,0,0,0,0,1,0,0,0,1,4,0,2,0,0,0,2,2,2,3016,1,1,1,0,1,1,0,0,3,7,7,10,3,3,1,3,2,1,3,10,3,1,0,0,0,0.001,0.010,1,172402364.txt,0010_evo,general,non-equational
SYN398+1.p,T,0.008,success,1.9.1pre005,0.009,0,2,2,3,0,2,2,0,1,0,0,0,0,0,5,0,2,0,0,2,2,5,5,3016,0,0,0,0,0,1,2,0,6,10,10,13,3,3,1,4,3,1,6,13,4,0,0,0,0,0.001,0.009,1,172402368.txt,0010_evo,general,non-equational
SYN399+1.p,T,0.009,success,1.9.1pre005,0.009,0,1,0,4,0,2,2,1,1,1,0,0,0,1,7,0,2,0,0,0,1,4,4,3012,1,1,0,0,1,1,1,0,5,11,11,14,3,3,0,5,4,1,6,14,5,1,0,0,0,0.000,0.010,1,172402370.txt,0010_evo,general,non-equational
SYN400+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2748,0,0,0,0,0,1,0,0,1,3,3,5,2,2,0,1,1,1,1,5,1,0,0,0,0,0.001,0.009,0,172402372.txt,0010_evo,horn,equational
SYN401+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2752,0,0,0,0,0,1,0,0,1,4,4,7,3,3,0,1,2,1,2,7,1,0,0,1,0,0.001,0.009,0,172402374.txt,0010_evo,horn,equational
SYN402+1.p,T,0.007,success,1.9.1pre005,0.009,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,2,3016,1,0,0,0,0,1,0,0,2,5,5,8,3,3,0,2,2,1,1,8,2,0,0,0,0,0.003,0.010,0,172402376.txt,0010_evo,unit,non-equational
SYN403+1.p,T,0.007,success,1.9.1pre005,0.009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,4,3016,1,0,0,0,0,1,2,0,4,10,10,13,3,3,0,4,4,1,5,13,4,0,0,0,0,0.002,0.009,0,172402378.txt,0010_evo,horn,non-equational
SYN404+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2748,0,0,0,0,0,1,0,0,1,4,4,7,3,3,0,1,2,1,2,7,1,0,0,1,0,0.002,0.010,0,172402380.txt,0010_evo,horn,equational
SYN405+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,3,2,3012,1,0,0,0,0,1,0,0,2,7,7,10,3,3,0,2,3,1,3,10,2,0,0,1,0,0.001,0.009,0,172402382.txt,0010_evo,unit,non-equational
SYN406+1.p,T,0.007,success,1.9.1pre005,0.009,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,4,4,3020,0,0,3,0,2,1,2,0,5,10,10,13,3,3,2,5,4,1,2,13,5,0,0,0,0,0.002,0.009,0,172402384.txt,0010_evo,horn,non-equational
SYN407+1.p,T,0.009,success,1.9.1pre005,0.009,0,1,0,5,0,0,0,0,1,1,0,0,0,0,6,0,4,0,0,0,2,4,4,3016,1,1,2,0,2,1,1,0,5,10,10,13,3,3,2,5,4,1,2,13,5,1,0,0,0,0.000,0.009,0,172402386.txt,0010_evo,general,non-equational
SYN408+1.p,T,0.009,success,1.9.1pre005,0.009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,3,3,3016,2,0,0,0,0,1,0,0,3,5,5,8,3,3,0,2,2,1,1,8,3,0,0,0,0,0.000,0.009,0,172402390.txt,0010_evo,unit,non-equational
SYN409+1.p,T,0.008,success,1.9.1pre005,0.009,2,4,0,3,0,5,5,1,1,0,0,0,0,0,5,0,1,1,0,2,4,3,3,3016,0,0,0,0,2,1,1,0,3,6,6,9,3,3,1,3,2,1,4,9,3,0,0,0,0,0.001,0.009,1,172402392.txt,0010_evo,general,non-equational
SYN410+1.p,T,0.008,success,1.9.1pre005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2752,0,0,0,0,0,1,0,0,1,4,4,7,3,3,0,1,2,1,2,7,1,0,0,1,0,0.001,0.009,0,172402394.txt,0010_evo,horn,equational
SYN411+1.p,T,0.007,success,1.9.1pre005,0.009,0,4,0,3,0,4,4,1,1,0,0,0,0,0,5,0,1,0,0,2,4,2,2,3016,0,0,0,0,2,1,1,0,3,6,6,9,3,3,1,3,2,1,3,9,3,0,0,0,0,0.003,0.009,1,172402396.txt,0010_evo,general,non-equational
SYN412+1.p,T,0.009,success,1.9.1pre005,0.009,0,4,0,4,0,1,1,1,1,0,0,0,0,0,7,0,1,0,0,2,4,2,2,3016,1,0,0,0,1,1,0,0,4,7,7,10,3,3,1,4,2,1,3,10,4,0,0,0,0,0.000,0.009,1,172402398.txt,0010_evo,general,non-equational
SYN413+1.p,T,0.010,success,1.9.1pre005,0.009,14,13,2,9,0,0,0,0,0,6,0,0,0,0,9,0,9,6,0,4,26,4,4,3016,0,0,5,0,22,1,4,0,11,9,9,12,3,3,3,5,3,1,2,12,9,6,0,0,0,0.000,0.010,0,172402400.txt,0010_evo,general,non-equational
SYN415+1.p,T,0.015,success,1.9.1pre005,0.009,14,444,0,101,73,7,7,33,57,631,0,0,0,126,192,0,10,3,22,0,486,10,10,3016,1,251,5,22,463,1,4,0,174,81,81,84,3,3,45,60,10,1,30,84,101,408,0,0,0,0.001,0.016,19,172402404.txt,0010_evo,general,equational
SYN416+1.p,T,0.008,success,1.9.1pre005,0.009,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,4,4,3016,0,0,0,0,0,1,2,0,3,5,5,8,3,3,0,2,2,1,2,8,3,0,0,0,0,0.001,0.009,0,172402406.txt,0010_evo,unit,non-equational
SYN417+1.p,T,0.017,success,1.9.1pre005,0.009,23,422,5,112,68,5,5,62,39,1047,0,0,0,94,213,0,11,6,4,0,489,8,8,3284,0,201,7,4,485,1,4,0,185,71,71,74,3,3,51,59,7,1,47,74,112,597,0,0,0,0.001,0.018,1,172402412.txt,0010_evo,general,equational
SYN436+1.p,F,-,maxtime,1.9.1pre005,0.014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402488.txt,0010_evo,general,non-equational
SYN436-1.p,F,-,maxtime,1.9.1pre005,0.011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402486.txt,0010_evo,general,non-equational
SYN439+1.p,F,-,maxtime,1.9.1pre005,0.016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402500.txt,0010_evo,general,non-equational
SYN439-1.p,F,-,maxtime,1.9.1pre005,0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402498.txt,0010_evo,general,non-equational
SYN440+1.p,F,-,maxtime,1.9.1pre005,0.018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402504.txt,0010_evo,general,non-equational
SYN440-1.p,T,287.310,success,1.9.1pre005,0.013,87946,5046055,282,58302,314245,20,20,3368,53539,1319559850,0,0,0,832161,115312,0,1292,10073,0,348,6117329,328,328,1476728,45,1185130,1211,0,6116878,328,36,0,372829,5624,5624,5624,0,0,3011,3313,247,0,3410,5624,58302,182619321,0,0,0,1.521,288.831,200087,172402502.txt,0010_evo,general,non-equational
SYN442+1.p,T,23.595,success,1.9.1pre005,0.015,6093,392818,92,14399,90646,24,24,1597,12381,98636866,0,0,0,322367,28419,0,379,770,0,258,576175,184,184,112868,25,424866,319,0,575875,1,35,0,105137,4421,4421,4424,3,3,2304,2502,156,1,2993,4424,14399,6669769,0,0,0,0.087,23.682,23355,172402512.txt,0010_evo,general,non-equational
SYN442-1.p,T,16.495,success,1.9.1pre005,0.012,2290,304914,157,12453,69553,28,28,1518,10569,60006259,0,0,0,238125,24614,0,292,355,0,250,448896,184,184,78684,40,317851,212,0,448572,184,40,0,82163,4510,4510,4510,0,0,2336,2584,153,0,3171,4510,12453,3999992,0,0,0,0.070,16.565,22397,172402510.txt,0010_evo,general,non-equational
SYN443+1.p,T,22.308,success,1.9.1pre005,0.016,2057,425718,93,14958,83317,29,29,1452,13212,77255437,0,0,0,267928,29676,0,240,310,0,138,655832,184,184,115744,34,363947,165,0,655640,1,41,0,98368,5048,5048,5051,3,3,2730,2924,152,1,3290,5051,14958,4363529,0,0,0,0.092,22.400,23513,172402516.txt,0010_evo,general,non-equational
SYN443-1.p,T,26.292,success,1.9.1pre005,0.011,1367,449899,301,16099,92222,40,40,1587,14226,89913190,0,0,0,317855,32009,0,189,205,0,398,669722,184,184,87184,36,423888,101,0,669227,184,52,0,108622,4376,4376,4376,0,0,2295,2477,153,0,2891,4376,16099,8907172,0,0,0,0.076,26.368,23921,172402514.txt,0010_evo,general,non-equational
SYN444+1.p,T,8.288,success,1.9.1pre005,0.016,1934,184049,143,10191,41403,29,29,1124,8726,16606515,0,0,0,135044,20113,0,269,295,0,38,262485,176,176,50492,21,185009,209,0,262375,1,39,0,51737,3588,3588,3591,3,3,1826,2015,147,1,2428,3591,10191,1638842,0,0,0,0.041,8.329,12813,172402520.txt,0010_evo,general,non-equational
SYN444-1.p,T,7.456,success,1.9.1pre005,0.011,1235,171643,199,8883,33010,30,30,1012,7615,21284785,0,0,0,106803,17552,0,214,188,0,44,242280,176,176,47032,25,147247,145,0,242194,176,44,0,42092,2817,2817,2817,0,0,1369,1575,147,0,1854,2817,8883,2450449,0,0,0,0.048,7.504,15271,172402518.txt,0010_evo,general,non-equational
SYN445+1.p,T,8.426,success,1.9.1pre005,0.016,2361,166964,121,8893,43446,30,30,1347,7295,24790925,0,0,0,145661,17564,0,222,308,0,20,230823,180,180,69968,35,195797,144,0,230774,1,43,0,52460,1314,1314,1317,3,3,502,692,145,1,864,1317,8893,2647472,0,0,0,0.051,8.477,23426,172402524.txt,0010_evo,general,non-equational
SYN445-1.p,T,6.735,success,1.9.1pre005,0.011,2888,118365,59,7346,35843,22,22,1118,5940,27324104,0,0,0,119736,14430,0,262,426,0,8,160310,180,180,48936,30,161013,195,0,160276,180,37,0,43248,1276,1276,1276,0,0,543,707,133,0,756,1276,7346,2404436,0,0,0,0.044,6.779,22636,172402522.txt,0010_evo,general,non-equational
SYN447+1.p,T,168.139,success,1.9.1pre005,0.018,2167,2870971,435,49394,262659,31,31,2631,46089,678900528,0,0,0,736359,98203,0,585,333,0,88,3808655,316,316,882048,57,1023418,466,0,3808478,1,62,0,312488,4658,4658,4661,3,3,2405,2719,249,1,2978,4661,49394,65317122,0,0,0,0.652,168.791,118032,172402532.txt,0010_evo,general,non-equational
SYN447-1.p,T,262.385,success,1.9.1pre005,0.013,39646,3812892,711,56547,326730,29,29,2299,52279,1310884786,0,0,0,876439,111458,0,1636,4863,0,124,5230476,316,316,1302652,47,1229217,1555,0,5230019,316,34,0,383988,4628,4628,4628,0,0,2328,2655,247,0,2952,4628,56547,99297794,0,0,0,1.194,263.578,137684,172402530.txt,0010_evo,general,non-equational
SYN448+1.p,T,14.178,success,1.9.1pre005,0.016,961,247923,368,12216,64160,25,25,1249,10688,39690052,0,0,0,225237,24187,0,245,125,0,144,379488,176,176,69044,28,299656,181,0,379310,1,36,0,76744,3940,3940,3943,3,3,2014,2194,148,1,2771,3943,12216,3701761,0,0,0,0.052,14.230,24393,172402536.txt,0010_evo,general,non-equational
SYN448-1.p,T,15.021,success,1.9.1pre005,0.011,2002,272391,251,11459,58435,25,25,1122,10041,46462707,0,0,0,216787,22667,0,251,209,0,218,403640,176,176,72272,28,284617,188,0,403377,176,35,0,70145,4019,4019,4019,0,0,2087,2283,147,0,2809,4019,11459,4173019,0,0,0,0.063,15.084,23213,172402534.txt,0010_evo,general,non-equational
SYN450+1.p,T,58.150,success,1.9.1pre005,0.016,1259,828667,138,19991,174951,27,27,1550,18078,211542377,0,0,0,635704,39673,0,309,165,0,248,1176847,180,180,180684,35,828207,240,0,1176545,1,34,0,195080,6378,6378,6381,3,3,3474,3644,150,1,4651,6381,19991,17925727,0,0,0,0.187,58.337,25408,172402544.txt,0010_evo,general,non-equational
SYN450-1.p,T,12.627,success,1.9.1pre005,0.011,1375,226500,59,10718,56025,20,20,1082,9323,46422190,0,0,0,153646,21141,0,295,178,0,28,324979,180,180,70360,32,218436,230,0,324933,180,33,0,66802,3354,3354,3354,0,0,1804,1985,149,0,2049,3354,10718,3853673,0,0,0,0.066,12.693,14472,172402542.txt,0010_evo,general,non-equational
SYN451+1.p,T,16.757,success,1.9.1pre005,0.016,6065,350767,308,12535,64022,29,29,849,11132,36899514,0,0,0,242687,24609,0,461,653,0,276,502002,176,176,88284,20,317168,409,0,501633,1,32,0,76865,4192,4192,4195,3,3,2165,2356,149,1,3020,4195,12535,3293461,0,0,0,0.086,16.843,24642,172402548.txt,0010_evo,general,non-equational
SYN451-1.p,T,22.388,success,1.9.1pre005,0.011,4035,397547,288,13777,77496,25,25,939,12301,72886192,0,0,0,291760,27109,0,445,440,0,396,567630,175,175,77356,21,379343,392,0,567142,175,32,0,91561,4075,4075,4075,0,0,2106,2292,144,0,2858,4075,13777,7895391,0,0,0,0.071,22.459,30416,172402546.txt,0010_evo,general,non-equational
SYN452+1.p,T,30.870,success,1.9.1pre005,0.016,5339,538463,266,17429,111072,33,33,1562,15448,111493697,0,0,0,405994,34540,0,318,709,0,520,725582,180,180,104672,30,531321,246,0,724961,1,42,0,128767,6110,6110,6113,3,3,3231,3435,150,1,4473,6113,17429,12642739,0,0,0,0.102,30.972,28364,172402552.txt,0010_evo,general,non-equational
SYN452-1.p,T,37.262,success,1.9.1pre005,0.011,5890,625925,288,19355,99124,40,40,2075,16802,121496765,0,0,0,348536,38366,0,344,801,0,690,873562,180,180,116928,28,463651,267,0,872738,180,49,0,118767,5100,5100,5100,0,0,2717,2911,148,0,3412,5100,19355,9068955,0,0,0,0.121,37.383,33953,172402550.txt,0010_evo,general,non-equational
SYN454+1.p,T,8.145,success,1.9.1pre005,0.016,263,170493,131,9882,41076,37,37,1020,8483,19952759,0,0,0,146518,19476,0,288,43,0,268,238647,180,180,38856,29,192519,217,0,238288,1,42,0,51089,2738,2738,2741,3,3,1374,1584,152,1,1796,2741,9882,1975234,0,0,0,0.038,8.183,20873,172402560.txt,0010_evo,general,non-equational
SYN454-1.p,T,12.152,success,1.9.1pre005,0.011,808,235508,181,10653,48614,38,38,1474,8826,35882307,0,0,0,182296,21070,0,236,127,0,342,334453,180,180,46996,35,234513,155,0,333994,180,46,0,59448,2663,2663,2663,0,0,1307,1546,152,0,1856,2663,10653,3333524,0,0,0,0.057,12.209,23718,172402558.txt,0010_evo,general,non-equational
SYN455+1.p,T,23.199,success,1.9.1pre005,0.016,323,449503,204,15357,85748,42,42,1531,13531,88881650,0,0,0,297127,30497,0,217,35,0,172,594714,184,184,122968,29,395401,135,0,594464,1,53,0,101309,4730,4730,4733,3,3,2438,2655,156,1,3347,4733,15357,8556657,0,0,0,0.092,23.291,22184,172402564.txt,0010_evo,general,non-equational
SYN455-1.p,T,31.152,success,1.9.1pre005,0.012,281,565866,253,18532,120379,42,42,1807,16457,122241751,0,0,0,410072,36854,0,210,34,0,142,779072,184,184,101288,29,545870,128,0,778872,184,53,0,139164,5887,5887,5887,0,0,3124,3342,156,0,4155,5887,18532,11971373,0,0,0,0.116,31.268,30337,172402562.txt,0010_evo,general,non-equational
SYN457+1.p,F,-,maxtime,1.9.1pre005,0.019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402572.txt,0010_evo,general,non-equational
SYN457-1.p,F,-,maxtime,1.9.1pre005,0.013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172402570.txt,0010_evo,general,non-equational
SYN458+1.p,T,5.164,success,1.9.1pre005,0.016,2723,99126,60,7885,28279,22,22,900,6747,20465417,0,0,0,93647,15557,0,214,435,0,66,128552,188,188,33228,23,128483,163,0,128462,1,28,0,36225,2066,2066,2069,3,3,979,1157,152,1,1241,2069,7886,2847513,0,0,0,0.031,5.195,12155,172402576.txt,0010_evo,general,non-equational
SYN458-1.p,T,5.308,success,1.9.1pre005,0.011,1492,93804,99,7741,28325,26,26,1018,6497,21714150,0,0,0,90323,15280,0,203,233,0,76,124609,188,188,29596,26,124890,140,0,124510,188,37,0,36166,2642,2642,2642,0,0,1296,1491,155,0,1675,2642,7742,2694208,0,0,0,0.024,5.332,17461,172402574.txt,0010_evo,general,non-equational
SYN459+1.p,T,47.796,success,1.9.1pre005,0.016,4461,754748,283,16079,167247,26,26,1521,14134,131026891,0,0,0,639517,31883,0,275,584,0,188,1118991,164,164,258940,23,820594,221,0,1118654,1,31,0,183609,4845,4845,4848,3,3,2521,2695,140,1,3482,4848,16079,10965792,0,0,0,0.223,48.019,29550,172402580.txt,0010_evo,general,non-equational
SYN459-1.p,T,21.787,success,1.9.1pre005,0.011,6610,334182,181,11134,87934,27,27,1482,9312,88046540,0,0,0,324567,21972,0,296,802,0,112,506765,163,163,118464,23,421458,241,0,506609,163,32,0,99249,3625,3625,3625,0,0,1873,2044,139,0,2491,3625,11134,6065534,0,0,0,0.094,21.881,29714,172402578.txt,0010_evo,general,non-equational
